subject,body,label
Order Confirmation - ORD1374,"Subject: Order Confirmation - ORD1374 Dear Account Holder, Thank you for your order! Your order with number ORD1374 has been successfully placed. You can track your order status here: https://shipping.example.com/status/579026 Thank you for shopping with us. Sincerely, The QuickShop Team",AI
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about upcoming some Please take the necessary action as soon as possible. ThanFk you for your attention to this matter. Regards, Automated System",AI
Order Confirmation - ORD3691,"Subject: Order Confirmation - ORD3691 Dear User, Thank you for your order! Your order with number ORD3691 has been successfully placed. You can track your order status here: https://shipping.example.com/status/809530 Thank you for shopping with us. Sincerely, The BuyEasy Team",AI
Checking in,"Hope you're doing well.

Please accept my apologies for my trip. It won't happen again.

Cheers,
Sarah",human
Checking in,"Hope you're doing well.

Could you please provide an update on the party?

Talk soon,
Mike",human
Inquiry Response - your account status,"Dear Valued Customer, Thank you for your recent inquiry regarding our premium membership. We appreciate your interest. Please find the requested information below. Your account balance is [Amount]. If you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about a policy change. Please take the necessary action as soon as possible. Thank you for your attention to this matter. Regards, Automated System",AI
Inquiry Response - your account status,"Dear Valued Customer, Thank you for your recent inquiry regarding our premium membership. We appreciate your interest. Please find the requested information below. Your a account balance is [Amount]. If you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Inquiry Response - the new software update,"Dear Valued Customer, Thank you for your recent inquiry regarding your account status. We appreciate your interest. Please find the requested information below. Your account balance is [Amount]. If you require further the please do not hesitate to contact us. Sincerely, The some Solutions Team",AI
Regarding your recent inquiry,"Hope you're doing well.

Here is the latest update on project the delay. We've made good progress on [Task].

Talk soon,
John",human
Quick question about my birthday,"Hope you're doing well.

Could you please provide an update on my order?

Sincerely,
John",human
Invitation to my birthday,"Hope you're doing well.

Just wanted to let you know about the report. It was quite interesting.

Thanks,
Jane",human
Inquiry Response - your account status,"Dear Valued Customer, Thank the a your recent inquiry regarding the new software update. We appreciate your interest. Please find the requested information below. The updated terms and conditions are attached. If you require further assistance, please do not hesitate to contact us. Sincerely, The Global Solutions Team",AI
Update on project the party,"Hope you're doing well.

Just wanted to let you know about the party. It was quite interesting.

Thanks,
Sarah",human
Thank you!,"Hope you're doing well.

Please accept my apologies for tomorrow. It won't happen again.

Talk soon,
Jane",human
Order Confirmation - ORD1572,"Subject: Order Confirmation - some Dear Account Holder, Thank you for your order! Your order just number ORD1572 has been successfully placed. You can track your order status here: https://shipping.example.com/status/552498 Thank you for shopping with us. Sincerely, The BuyEasy Team",AI
Order Confirmation - ORD4232,"Subject: Order very - ORD4232 Dear Account Holder, Thank you for your order! Your order with number ORD4232 has been successfully placed. You can track your order status here: https://shipping.example.com/status/920216 Thank you for shopping with us. Sincerely, the The BuyEasy Team",AI
Update on project tomorrow,"Hope you're doing well.

Just wanted to let you know about tomorrow. It was quite interesting.

Sincerely,
Jane",human
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about a policy change. Please take the necessary action as soon as possible. Thank you for your attention to this matter. Regards, Automated System",AI
